,id,time,R1,R2,R3,R4,R5,R6,R7,R8,Temp,Humidity,date,class,dt,Target,time1,Datetime,unix,Temp_Pred,Humidity_Pred,R1_Pred
73,0,12.548405,12.9832,10.5573,10.6332,11.8905,13.777,13.4926,8.0681,8.78715,26.1395,58.972,04/07/15,banana,1.64,1,12:32:54,07/04/15 12:32,1428409974,26.1315661,58.97243525,12.98647068
74,0,12.548693,12.9835,10.5573,10.6332,11.8909,13.777,13.4928,8.06808,8.78726,26.1395,58.9716,04/07/15,banana,1.64,1,12:32:55,07/04/15 12:32,1428409975,26.13134367,58.97217934,12.98657718
75,0,12.548971,12.9837,10.5577,10.6332,11.8909,13.7779,13.4927,8.06806,8.7872,26.1396,58.9712,04/07/15,banana,1.64,1,12:32:56,07/04/15 12:32,1428409976,26.13112794,58.97192202,12.98666448
76,0,12.549249,12.9839,10.5574,10.6332,11.8911,13.7786,13.4934,8.06804,8.78715,26.1396,58.9709,04/07/15,banana,1.64,1,12:32:57,07/04/15 12:32,1428409977,26.13092162,58.97166468,12.98673345
77,0,12.549527,12.9832,10.5576,10.6332,11.8916,13.7789,13.4935,8.06803,8.78711,26.1378,58.9705,04/07/15,banana,1.64,1,12:32:58,07/04/15 12:32,1428409978,26.13073565,58.97140971,12.98678993
78,0,12.549805,12.9835,10.5577,10.6336,11.8919,13.7794,13.4945,8.06802,8.78707,26.1361,58.9703,04/07/15,banana,1.64,1,12:32:59,07/04/15 12:32,1428409979,26.13057957,58.97115835,12.98683431
79,0,12.550094,12.9837,10.5579,10.6339,11.8928,13.7799,13.495,8.06815,8.78718,26.1345,58.97,04/07/15,banana,1.64,1,12:33:00,07/04/15 12:33,1428409980,26.13046112,58.97091237,12.98686699
80,0,12.550372,12.9839,10.5589,10.6342,11.8936,13.7806,13.495,8.06826,8.78729,26.1331,58.9698,04/07/15,banana,1.64,1,12:33:01,07/04/15 12:33,1428409981,26.13038634,58.97067289,12.98688894
81,0,12.55065,12.9841,10.5593,10.6343,11.894,13.781,13.4959,8.06851,8.78739,26.1319,58.9696,04/07/15,banana,1.64,1,12:33:02,07/04/15 12:33,1428409982,26.13035908,58.97044099,12.98689951
82,0,12.550928,12.9843,10.5602,10.6343,11.894,13.7813,13.4965,8.0686,8.78747,26.1308,58.9694,04/07/15,banana,1.64,1,12:33:03,07/04/15 12:33,1428409983,26.13038224,58.97021771,12.98689815
83,0,12.551206,12.9842,10.5605,10.6342,11.8941,13.7819,13.4968,8.06853,8.78755,26.1297,58.9692,04/07/15,banana,1.64,1,12:33:04,07/04/15 12:33,1428409984,26.13045835,58.97000399,12.98688766
84,0,12.551495,12.9844,10.5607,10.6343,11.8942,13.7821,13.497,8.06833,8.78731,26.1298,58.9691,04/07/15,banana,1.64,1,12:33:05,07/04/15 12:33,1428409985,26.13058242,58.96980014,12.98686898
85,0,12.551773,12.9845,10.5611,10.6344,11.8944,13.7824,13.4973,8.06843,8.78741,26.1298,58.9689,04/07/15,banana,1.64,1,12:33:06,07/04/15 12:33,1428409986,26.13075034,58.96960643,12.98684302
86,0,12.552051,12.9847,10.5615,10.6346,11.8949,13.7823,13.4975,8.06852,8.7878,26.1298,58.9688,04/07/15,banana,1.64,1,12:33:07,07/04/15 12:33,1428409987,26.13095762,58.96942308,12.98681062
87,0,12.552329,12.9848,10.5612,10.6347,11.8951,13.7828,13.4982,8.0686,8.78785,26.1298,58.9687,04/07/15,banana,1.64,1,12:33:08,07/04/15 12:33,1428409988,26.13120067,58.96925026,12.98677313
88,0,12.552607,12.9849,10.5614,10.6347,11.8955,13.7832,13.4983,8.06868,8.78805,26.1298,58.9686,04/07/15,banana,1.64,1,12:33:09,07/04/15 12:33,1428409989,26.13147553,58.96908806,12.98673123
89,0,12.552896,12.9848,10.5615,10.6346,11.8954,13.7838,13.4987,8.06875,8.78822,26.1299,58.9685,04/07/15,banana,1.64,1,12:33:10,07/04/15 12:33,1428409990,26.13177796,58.96893653,12.9866855
90,0,12.553174,12.9849,10.5619,10.6342,11.8956,13.7841,13.499,8.06866,8.78808,26.1299,58.9684,04/07/15,banana,1.64,1,12:33:11,07/04/15 12:33,1428409991,26.13210994,58.96878568,12.98663707
91,0,12.553453,12.985,10.5612,10.6339,11.8955,13.7842,13.4995,8.06873,8.78794,26.1306,58.9683,04/07/15,banana,1.64,1,12:33:12,07/04/15 12:33,1428409992,26.13246844,58.96862002,12.98658636
92,0,12.553731,12.9851,10.5619,10.6339,11.8956,13.7845,13.4998,8.0688,8.78767,26.1315,58.9682,04/07/15,banana,1.64,1,12:33:13,07/04/15 12:33,1428409993,26.13284891,58.96842752,12.98653669
93,0,12.554009,12.9852,10.5622,10.6344,11.896,13.785,13.5,8.06885,8.78773,26.1323,58.9682,04/07/15,banana,1.64,1,12:33:14,07/04/15 12:33,1428409994,26.13324785,58.96819811,12.98648799
94,0,12.554298,12.9852,10.5625,10.6344,11.8957,13.7854,13.5002,8.06876,8.78778,26.133,58.9681,04/07/15,banana,1.64,1,12:33:15,07/04/15 12:33,1428409995,26.13366154,58.96792539,12.9864408
95,0,12.554576,12.9853,10.5629,10.6347,11.8962,13.7858,13.5004,8.06868,8.78768,26.1337,58.9681,04/07/15,banana,1.64,1,12:33:16,07/04/15 12:33,1428409996,26.13408669,58.96760379,12.98639491
96,0,12.554854,12.9854,10.5631,10.6349,11.8967,13.786,13.5003,8.06875,8.78789,26.1343,58.968,04/07/15,banana,1.64,1,12:33:17,07/04/15 12:33,1428409997,26.1345204,58.96723041,12.98634768
97,0,12.555132,12.9852,10.5627,10.6347,11.8963,13.7863,13.5,8.06866,8.78793,26.1348,58.968,04/07/15,banana,1.64,1,12:33:18,07/04/15 12:33,1428409998,26.1349546,58.96680841,12.98630106
98,0,12.55541,12.9853,10.5627,10.6348,11.8964,13.7869,13.5,8.06859,8.78797,26.1349,58.9679,04/07/15,banana,1.64,1,12:33:19,07/04/15 12:33,1428409999,26.13538533,58.96635503,12.98625551
99,0,12.555699,12.9853,10.5628,10.635,11.8966,13.7869,13.5002,8.06867,8.78815,26.1344,58.9679,04/07/15,banana,1.64,1,12:33:20,07/04/15 12:33,1428410000,26.13581298,58.96588363,12.9862114
100,0,12.555977,12.9852,10.563,10.6348,11.8967,13.7869,13.5003,8.06859,8.78817,26.134,58.9679,04/07/15,banana,1.64,1,12:33:21,07/04/15 12:33,1428410001,26.13623734,58.96540592,12.98617154
101,0,12.556255,12.9848,10.563,10.635,11.8971,13.7872,13.5005,8.06867,8.78818,26.1336,58.9678,04/07/15,banana,1.64,1,12:33:22,07/04/15 12:33,1428410002,26.13665831,58.96493146,12.98613835
102,0,12.556533,12.9849,10.563,10.635,11.8973,13.7875,13.5004,8.06888,8.78819,26.1333,58.9678,04/07/15,banana,1.64,1,12:33:23,07/04/15 12:33,1428410003,26.13707587,58.96446663,12.98611072
103,0,12.556811,12.985,10.563,10.6352,11.8977,13.7877,13.5011,8.06907,8.78835,26.133,58.9678,04/07/15,banana,1.64,1,12:33:24,07/04/15 12:33,1428410004,26.13748943,58.96401688,12.98608762
104,0,12.557099,12.9851,10.5626,10.6352,11.8979,13.7876,13.5012,8.06896,8.7885,26.1327,58.9678,04/07/15,banana,1.64,1,12:33:25,07/04/15 12:33,1428410005,26.13790562,58.96358687,12.98607136
105,0,12.557377,12.9852,10.563,10.6352,11.8978,13.7878,13.5013,8.069,8.78848,26.1326,58.9678,04/07/15,banana,1.64,1,12:33:26,07/04/15 12:33,1428410006,26.1383283,58.96315992,12.98606
106,0,12.557655,12.9852,10.5634,10.6354,11.8981,13.788,13.5013,8.06918,8.78862,26.1333,58.9677,04/07/15,banana,1.64,1,12:33:27,07/04/15 12:33,1428410007,26.13875504,58.96272409,12.98605637
107,0,12.557933,12.9853,10.5637,10.6355,11.8984,13.7882,13.5019,8.0692,8.78874,26.1339,58.9677,04/07/15,banana,1.64,1,12:33:28,07/04/15 12:33,1428410008,26.13918441,58.96226968,12.98605965
108,0,12.558211,12.9854,10.564,10.6357,11.8989,13.7883,13.5024,8.06922,8.78886,26.1345,58.9677,04/07/15,banana,1.64,1,12:33:29,07/04/15 12:33,1428410009,26.13961458,58.96178962,12.98606778
109,0,12.5585,12.9854,10.5643,10.6356,11.899,13.7885,13.5026,8.06938,8.7888,26.135,58.9677,04/07/15,banana,1.64,1,12:33:30,07/04/15 12:33,1428410010,26.140044,58.96127851,12.98607961
110,0,12.558778,12.9855,10.5647,10.6354,11.8988,13.7891,13.503,8.06924,8.78876,26.1355,58.9677,04/07/15,banana,1.64,1,12:33:31,07/04/15 12:33,1428410011,26.14047203,58.96073302,12.98609412
111,0,12.559056,12.9853,10.5645,10.6352,11.8986,13.7889,13.5034,8.06925,8.78856,26.1359,58.9677,04/07/15,banana,1.64,1,12:33:32,07/04/15 12:33,1428410012,26.14089295,58.96015102,12.98611173
112,0,12.559334,12.9851,10.5649,10.6348,11.8987,13.789,13.5038,8.06912,8.78853,26.1363,58.9677,04/07/15,banana,1.64,1,12:33:33,07/04/15 12:33,1428410013,26.14130122,58.95953139,12.98613279
113,0,12.559612,12.9852,10.5651,10.635,11.8991,13.7891,13.5039,8.069,8.78836,26.1367,58.9677,04/07/15,banana,1.64,1,12:33:34,07/04/15 12:33,1428410014,26.14169216,58.95887389,12.98615625
114,0,12.559901,12.9853,10.5655,10.6352,11.8993,13.7891,13.504,8.06904,8.7885,26.137,58.9677,04/07/15,banana,1.64,1,12:33:35,07/04/15 12:33,1428410015,26.14206314,58.95817903,12.98618384
115,0,12.560179,12.9853,10.5656,10.6354,11.8995,13.7897,13.5043,8.06922,8.78864,26.1373,58.9676,04/07/15,banana,1.64,1,12:33:36,07/04/15 12:33,1428410016,26.14241199,58.95744862,12.9862144
116,0,12.560457,12.9854,10.5655,10.6353,11.8997,13.7899,13.5045,8.06923,8.78876,26.1375,58.9676,04/07/15,banana,1.64,1,12:33:37,07/04/15 12:33,1428410017,26.14273758,58.9566836,12.98624624
117,0,12.560735,12.9855,10.5658,10.6355,11.8997,13.7902,13.5048,8.06925,8.78872,26.1378,58.9676,04/07/15,banana,1.64,1,12:33:38,07/04/15 12:33,1428410018,26.14303905,58.95588616,12.98627793
118,0,12.561013,12.9855,10.5659,10.6355,11.8998,13.7904,13.5043,8.06926,8.78837,26.138,58.9676,04/07/15,banana,1.64,1,12:33:39,07/04/15 12:33,1428410019,26.1433164,58.95505817,12.98630955
119,0,12.561301,12.9853,10.5662,10.6352,11.8996,13.7903,13.5046,8.06927,8.78821,26.1382,58.9676,04/07/15,banana,1.64,1,12:33:40,07/04/15 12:33,1428410020,26.14356968,58.95420129,12.9863438
120,0,12.561579,12.9854,10.5665,10.635,11.8993,13.7903,13.5048,8.06914,8.78822,26.1393,58.9659,04/07/15,banana,1.64,1,12:33:41,07/04/15 12:33,1428410021,26.14379311,58.95332886,12.98638034
121,0,12.561857,12.9854,10.5667,10.635,11.8995,13.7902,13.505,8.06902,8.78822,26.1403,58.9631,04/07/15,banana,1.64,1,12:33:42,07/04/15 12:33,1428410022,26.1439831,58.9524602,12.98642286
122,0,12.562135,12.9859,10.5669,10.6352,11.8999,13.7902,13.505,8.06906,8.78823,26.1412,58.9606,04/07/15,banana,1.64,1,12:33:43,07/04/15 12:33,1428410023,26.14413736,58.95160981,12.98647116
