,index,id,time,R1,R2,R3,R4,R5,R6,R7,R8,Temp,Humidity,date,class,dt,Target,time1,Datetime,unix,predicted_values
6791,2959,0,13.358326,12.9881,10.5377,10.5943,11.835,13.6778,13.5266,8.36631,9.05043,26.1722,59.4758,04/07/15,banana,1.64,1,13:21:29,07/04/15 13:21,1428412889,1
6792,1649,0,12.990663,13.175,10.6765,10.7447,12.0134,13.8966,13.6943,8.21394,8.92814,26.1092,58.1341,04/07/15,banana,1.64,1,12:59:26,07/04/15 12:59,1428411566,1
6793,1087,0,12.832583,13.1806,10.7895,10.8587,12.1328,14.0642,13.7022,8.13996,8.8602,26.1516,58.2248,04/07/15,banana,1.64,1,12:49:57,07/04/15 12:49,1428410997,1
6794,601,0,12.696411,13.1023,10.6411,10.715,11.9745,13.8762,13.5935,8.08108,8.81027,26.1643,58.7741,04/07/15,banana,1.64,1,12:41:47,07/04/15 12:41,1428410507,1
6795,2291,0,13.170508,13.1635,10.6566,10.7089,11.9736,13.8314,13.7017,8.30497,9.04462,26.008,59.0089,04/07/15,banana,1.64,1,13:10:13,07/04/15 13:10,1428412213,1
6796,4221,0,13.713226,12.0633,8.86838,8.38769,9.80173,12.2178,13.2945,5.12437,6.01894,26.4493,60.2388,04/07/15,banana,1.64,1,13:42:47,07/04/15 13:42,1428414167,1
6797,10815,0,15.56371,12.5319,8.48184,8.53783,9.61924,8.07241,14.4282,6.41658,7.16671,26.4711,57.2904,04/07/15,banana,1.64,1,15:33:49,07/04/15 15:33,1428420829,1
6798,6552,0,14.367709,10.4604,5.90938,5.7367,6.7192,8.42764,10.241,4.76631,5.58025,26.8105,57.4028,04/07/15,banana,1.64,1,14:22:03,07/04/15 14:22,1428416523,1
6799,5655,0,14.115701,12.0155,9.21719,7.43079,9.05694,8.7492,12.2247,5.43152,6.26334,26.7703,58.2549,04/07/15,banana,1.64,1,14:06:56,07/04/15 14:06,1428415616,1
6800,4608,0,13.821668,12.4747,9.73345,9.55375,10.5948,11.6457,13.302,5.32226,6.1977,26.3219,60.6487,04/07/15,banana,1.64,1,13:49:18,07/04/15 13:49,1428414558,1
6801,11268,0,15.690602,12.6033,8.67591,8.73554,9.82089,7.88464,14.5235,6.44013,7.18896,26.492,56.9585,04/07/15,banana,1.64,1,15:41:26,07/04/15 15:41,1428421286,1
6802,1880,0,13.055385,13.2262,10.764,10.8229,12.1003,14.0092,13.7327,8.23358,8.94254,26.1005,58.0245,04/07/15,banana,1.64,1,13:03:19,07/04/15 13:03,1428411799,1
6803,6665,0,14.399366,10.602,6.16014,6.00507,6.95013,8.00795,10.3383,4.74915,5.56341,26.8149,56.8497,04/07/15,banana,1.64,1,14:23:57,07/04/15 14:23,1428416637,1
6804,9146,0,15.095027,11.8489,7.52039,7.54747,8.5131,7.64072,13.5355,6.09982,6.85973,26.8652,57.2601,04/07/15,banana,1.64,1,15:05:42,07/04/15 15:05,1428419142,1
6805,10138,0,15.373323,12.2496,7.94739,7.94067,8.97818,23.3879,14.0217,6.21078,6.9632,26.7793,56.8259,04/07/15,banana,1.64,1,15:22:23,07/04/15 15:22,1428420143,1
6806,5364,0,14.03416,12.2435,9.56109,7.90312,9.69894,10.2952,12.8011,5.66181,6.40449,26.7218,58.557,04/07/15,banana,1.64,1,14:02:02,07/04/15 14:02,1428415322,1
6807,34,0,12.537503,12.9315,10.4877,10.5569,11.8068,13.6709,13.4308,8.05737,8.76989,26.1899,58.9222,04/07/15,banana,1.64,1,12:32:15,07/04/15 12:32,1428409935,1
6808,11489,0,15.752453,12.675,8.90707,8.90185,10.025,8.52096,14.5967,6.47443,7.23355,26.4759,56.7982,04/07/15,banana,1.64,1,15:45:08,07/04/15 15:45,1428421508,1
6809,4948,0,13.916944,12.6172,10.0563,8.5529,10.1186,9.5246,12.6277,5.11006,6.01948,26.4437,60.3622,04/07/15,banana,1.64,1,13:55:00,07/04/15 13:55,1428414900,1
6810,5801,0,14.156612,12.4716,9.60271,8.74565,9.59069,8.91514,12.1857,5.07469,6.02118,26.8351,58.4662,04/07/15,banana,1.64,1,14:09:23,07/04/15 14:09,1428415763,1
6811,5266,0,14.006703,12.2648,9.46049,7.65005,9.88847,10.7808,13.0569,5.73377,6.4171,26.6205,58.3079,04/07/15,banana,1.64,1,14:00:24,07/04/15 14:00,1428415224,1
6812,3828,0,13.602449,12.4852,9.72631,7.99404,8.84572,7.67311,10.5162,4.65867,5.81382,26.4492,60.4034,04/07/15,banana,1.64,1,13:36:08,07/04/15 13:36,1428413768,1
6813,8703,0,14.970868,12.0621,7.80744,7.83891,8.81771,8.00127,13.78,6.01712,6.72698,26.7523,58.0364,04/07/15,banana,1.64,1,14:58:15,07/04/15 14:58,1428418695,1
6814,11016,0,15.620072,12.5409,8.54371,8.59326,9.6699,7.64496,14.4336,6.42634,7.1719,26.4657,57.1675,04/07/15,banana,1.64,1,15:37:12,07/04/15 15:37,1428421032,1
6815,7702,0,14.69062,12.1629,8.66799,8.5621,9.69402,11.9217,13.717,5.40951,6.22278,26.836,57.3735,04/07/15,banana,1.64,1,14:41:26,07/04/15 14:41,1428417686,1
6816,10649,0,15.516552,12.3582,8.16155,8.18472,9.1712,16.7265,14.126,6.28089,7.02994,26.594,57.3746,04/07/15,banana,1.64,1,15:30:59,07/04/15 15:30,1428420659,1
3850,15156,1,19.265478,13.2283,10.0757,10.1378,11.3439,12.4889,14.4844,7.39508,7.96126,25.704,56.2515,05/07/15,wine,0.54,2,19:15:55,07/05/15 19:15,1431026155,2
3851,13836,1,18.89576,12.9702,10.4204,10.4739,11.7158,12.5037,14.138,7.24913,7.87149,26.0699,57.6834,05/07/15,wine,0.54,2,18:53:44,07/05/15 18:53,1431024824,2
3852,17019,1,19.788217,11.6619,6.9053,3.10311,5.93222,8.44017,8.48609,3.35063,4.1199,25.7238,56.202,05/07/15,wine,0.54,2,19:47:17,07/05/15 19:47,1431028037,2
3853,16457,1,19.630273,11.2212,6.43125,2.83361,5.38649,11.292,8.68845,4.66085,5.88607,25.935,57.7495,05/07/15,wine,0.54,2,19:37:48,07/05/15 19:37,1431027468,2
3854,18678,1,20.253254,12.8651,9.14425,8.21873,9.20294,11.0239,13.5214,3.59625,4.26564,25.3394,57.5692,05/07/15,wine,0.54,2,20:15:11,07/05/15 20:15,1431029711,2
3855,19350,1,20.441412,13.2948,10.4638,10.4598,11.7263,12.1338,15.98,5.10091,5.82413,25.5749,57.2475,05/07/15,wine,0.54,2,20:26:29,07/05/15 20:26,1431030389,2
3856,12839,1,18.616921,12.9607,10.381,10.4589,11.6854,12.3897,14.1226,7.1902,7.77373,25.761,58.9204,05/07/15,wine,0.54,2,18:37:00,07/05/15 18:37,1431023820,2
3857,20063,1,20.641081,13.247,10.4723,10.4894,11.7647,12.9919,15.9533,5.59266,6.33877,25.5753,57.1977,05/07/15,wine,0.54,2,20:38:27,07/05/15 20:38,1431031107,2
3858,17005,1,19.784297,11.8555,7.32172,3.78125,6.24655,8.47004,8.56438,3.36943,4.11087,25.7097,56.1749,05/07/15,wine,0.54,2,19:47:03,07/05/15 19:47,1431028023,2
3859,18813,1,20.29107,13.1836,10.2085,10.0087,11.2478,11.2496,15.5256,4.18731,4.87229,25.6727,56.15,05/07/15,wine,0.54,2,20:17:27,07/05/15 20:17,1431029847,2
3860,17125,1,19.817875,11.1234,7.36988,4.46042,5.99188,8.08164,8.07999,3.17238,4.11414,25.5975,56.4473,05/07/15,wine,0.54,2,19:49:04,07/05/15 19:49,1431028144,2
3861,15003,1,19.222701,13.1507,10.0416,10.099,11.3086,12.5223,14.375,7.36858,7.9399,25.8167,56.3828,05/07/15,wine,0.54,2,19:13:21,07/05/15 19:13,1431026001,2
3862,18846,1,20.300297,13.2626,10.4222,10.2895,11.5499,11.332,15.755,4.30967,4.99931,25.7113,55.8048,05/07/15,wine,0.54,2,20:18:01,07/05/15 20:18,1431029881,2
3863,15575,1,19.382557,13.2787,10.0359,10.0351,11.2599,12.4514,14.5442,7.47935,8.0889,25.4711,57.1195,05/07/15,wine,0.54,2,19:22:57,07/05/15 19:22,1431026577,2
3864,13727,1,18.86531,13.0068,10.4784,10.5427,11.7872,12.5255,14.1931,7.25758,7.87274,25.7125,58.4208,05/07/15,wine,0.54,2,18:51:55,07/05/15 18:51,1431024715,2
3865,13128,1,18.697767,13.0382,10.4546,10.5301,11.7704,12.4265,14.2359,7.21689,7.7946,25.6509,58.7012,05/07/15,wine,0.54,2,18:41:51,07/05/15 18:41,1431024111,2
3866,21012,1,20.906758,12.9534,10.421,10.4711,11.7289,13.775,15.5327,6.03482,6.80252,25.8971,58.573,05/07/15,wine,0.54,2,20:54:24,07/05/15 20:54,1431032064,2
3867,20118,1,20.656479,13.2533,10.4953,10.503,11.7852,13.0624,15.9601,5.63579,6.37766,25.5712,57.0293,05/07/15,wine,0.54,2,20:39:23,07/05/15 20:39,1431031163,2
